resource_id,network,station,channel,location,phase_time,oneset,polarity,evaluation_mode,evaluation_status,phase_type,azimuth,distance,takeoff_angle,time_residual,time_weight,time_correction
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185367,NC,KMR,HHZ,--,2019-06-23T03:53:12.930,,,manual,,Pg,98.7442,0.45851,79.3,1.1,2.38,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185358,BK,ORV,BHZ,00,2019-06-23T03:53:38.060,,,manual,,Pn,107.54,2.26993,45.9,-2.4,1.1,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185359,BK,MCCM,BHZ,00,2019-06-23T03:53:39.500,,,manual,,Pn,152.119,2.39495,45.9,-2.6,1.08,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185364,NC,AFD,HHZ,--,2019-06-23T03:53:47.290,,,manual,,Pn,116.188,2.89459,45.9,-1.7,1.03,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185361,UO,WOOD,HHZ,--,2019-06-23T03:53:43.110,,,manual,,Pn,37.1098,2.4572,45.9,-0.0,1.08,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185365,UO,WYLD,HHZ,--,2019-06-23T03:53:49.020,,,manual,,Pn,12.5229,2.94171,45.9,-0.6,1.03,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185369,NN,BEK,HHZ,--,2019-06-23T03:53:50.740,,,manual,,Pn,96.3829,3.05095,45.9,-0.6,1.01,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185363,UO,DING,HHZ,--,2019-06-23T03:53:42.600,,,manual,,Pn,4.00608,2.59286,45.9,-2.2,1.06,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-7000484058,IM,EKA,BHZ,F0,2019-06-23T04:04:28.250,,,manual,,P,30.7971,72.4007,18.2,-0.6,1.09,
quakeml:us.anss.org/pick/600044rh/idc_2173_quakeml:org.ctbto/pick/142810229,IR,LPIG,SHZ,--,2019-06-23T04:01:32.820,,,manual,,S,139.649,19.9631,38.5,14.0,0.0,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-7000484033,IU,DWPF,BHZ,10,2019-06-23T04:00:14.210,,,manual,,P,95.4754,37.1403,26.3,1.0,0.9,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-7000484046,IM,SPITS,HHZ,F0,2019-06-23T04:03:05.600,,,manual,,P,8.70804,59.4658,21.1,0.1,1.06,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-7000484037,IM,ZALV,SHZ,F0,2019-06-23T04:05:27.350,,,manual,,P,343.198,82.8568,15.7,0.1,1.11,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-7000484027,IM,BMAR,SHZ,F0,2019-06-23T03:59:08.690,,,manual,,P,344.207,29.4205,27.6,2.6,0.83,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-7000484038,IM,ESDC,BHZ,F0,2019-06-23T04:05:31.820,,,manual,,P,41.9739,83.6158,15.6,0.5,1.09,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312899,CE,68586,HNZ,10,2019-06-23T03:53:43.630,,,manual,,Pn,142.135,2.63557,45.9,-1.8,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312869,NC,NTO,EHZ,--,2019-06-23T03:53:42.170,,,manual,,Pn,145.354,2.56719,45.9,-2.3,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312859,NP,1762,HNZ,10,2019-06-23T03:53:42.820,,,manual,,Pn,147.632,2.55711,45.9,-1.5,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312819,NC,NHV,EHZ,--,2019-06-23T03:53:40.060,,,manual,,Pn,149.144,2.44005,45.9,-2.7,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312814,CE,87053,HNZ,10,2019-06-23T03:53:41.940,,,manual,,Pn,89.5918,2.41429,45.9,-0.6,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312779,CE,68034,HNZ,10,2019-06-23T03:53:39.920,,,manual,,Pn,136.596,2.35976,45.9,-1.7,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312774,NC,OHC,EHZ,--,2019-06-23T03:53:40.010,,,manual,,Pn,112.451,2.36192,45.9,-1.7,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312759,NC,NSM,EHZ,--,2019-06-23T03:53:39.230,,,manual,,Pn,144.646,2.34078,45.9,-2.2,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312739,WR,PAM,EHZ,--,2019-06-23T03:53:38.230,,,manual,,Pn,110.15,2.29301,45.9,-2.5,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312734,CE,77352,EHZ,10,2019-06-23T03:53:38.140,,,manual,,Pn,108.587,2.2819,45.9,-2.4,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312729,NC,OST,EHZ,--,2019-06-23T03:53:37.840,,,manual,,Pn,112.449,2.27643,45.9,-2.6,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312719,UW,SOUA,ENZ,--,2019-06-23T03:53:40.090,,,manual,,Pn,31.8477,2.25946,45.9,-0.2,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312704,CE,69039,HNZ,10,2019-06-23T03:53:37.540,,,manual,,Pn,153.314,2.18587,45.9,-1.7,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312599,NC,KBO,HHZ,--,2019-06-23T03:53:33.370,,,manual,,Pn,1.6324,1.93797,45.9,-2.6,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312594,BG,ESM,CNZ,--,2019-06-23T03:53:34.360,,,manual,,Pn,139.925,1.94003,45.9,-1.6,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312479,NC,G005,HNZ,01,2019-06-23T03:53:32.640,,,manual,,Pn,155.354,1.84286,45.9,-1.9,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312394,BG,DRH,CNZ,--,2019-06-23T03:53:31.710,,,manual,,Pn,143.832,1.78388,45.9,-2.1,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312389,CE,69037,HNZ,10,2019-06-23T03:53:30.790,,,manual,,Pn,156.44,1.70963,45.9,-1.9,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312384,NC,G004,HNZ,01,2019-06-23T03:53:30.630,,,manual,,Pn,156.905,1.69376,45.9,-1.9,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312379,CE,99144,HNZ,10,2019-06-23T03:53:31.200,,,manual,,Pn,24.304,1.66941,45.9,-1.0,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312364,BK,GALB,HHZ,00,2019-06-23T03:53:28.990,,,manual,,Pn,149.881,1.62434,45.9,-2.6,0.0,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185368,UO,CAVE,HHZ,--,2019-06-23T03:53:33.990,,,manual,,Pn,16.3704,1.92607,45.9,-1.7,1.14,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312319,NC,K001,HNZ,01,2019-06-23T03:53:28.340,,,manual,,Pn,3.49322,1.53507,45.9,-2.0,0.0,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185373,UW,IRON,HHZ,--,2019-06-23T03:54:21.900,,,manual,,Pn,52.7948,5.33319,45.9,-0.7,0.83,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312314,CE,99017,HNZ,10,2019-06-23T03:53:27.600,,,manual,,Pn,3.03832,1.49193,45.9,-2.1,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312309,CE,88059,HNZ,10,2019-06-23T03:53:28.410,,,manual,,Pn,77.7587,1.49413,45.9,-1.4,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312289,CE,69001,HNZ,10,2019-06-23T03:53:26.240,,,manual,,Pn,161.587,1.38873,45.9,-2.1,1.21,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312279,NC,G007,HNZ,01,2019-06-23T03:53:25.070,,,manual,,Pn,158.869,1.33876,45.9,-2.6,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312264,NC,G006,HNZ,01,2019-06-23T03:53:24.720,,,manual,,Pn,150.347,1.30818,45.9,-2.5,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312224,CE,79668,HNZ,10,2019-06-23T03:53:22.970,,,manual,,Pn,139.804,1.1491,45.9,-2.1,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312209,BK,MNDO,HHZ,00,2019-06-23T03:53:21.180,,,manual,,Pg,155.763,1.04926,85.9,-1.9,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312199,CE,79036,HNZ,--,2019-06-23T03:53:20.400,,,manual,,Pg,119.598,0.933664,84.9,-0.5,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312154,CE,89464,HNZ,--,2019-06-23T03:53:16.380,,,manual,,Pg,11.5321,0.696696,82.5,0.0,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312144,NC,KBS,EHZ,02,2019-06-23T03:53:16.310,,,manual,,Pg,123.131,0.647205,81.9,0.9,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312124,CE,79435,HNZ,--,2019-06-23T03:53:14.100,,,manual,,Pg,130.064,0.541505,80.6,0.7,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312119,CE,89781,HNZ,10,2019-06-23T03:53:14.000,,,manual,,Pg,13.1542,0.523193,80.3,0.9,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312114,NP,1581,HNZ,10,2019-06-23T03:53:13.320,,,manual,,Pg,8.68665,0.466395,79.5,1.3,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312104,NP,1582,HNZ,10,2019-06-23T03:53:12.800,,,manual,,Pg,11.0103,0.431538,78.9,1.5,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312099,NP,1591,HNN,10,2019-06-23T03:53:19.810,,,manual,,Sg,113.092,0.425237,78.8,3.0,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312094,NP,1591,HNZ,10,2019-06-23T03:53:12.410,,,manual,,Pg,113.092,0.425237,78.8,1.2,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312084,NP,1586,HNN,10,2019-06-23T03:53:19.340,,,manual,,Sg,9.28852,0.375247,77.8,4.1,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312079,NP,1586,HNZ,10,2019-06-23T03:53:11.880,,,manual,,Pg,9.28852,0.375247,77.8,1.6,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312074,PB,B049,EH1,--,2019-06-23T03:53:17.220,,,manual,,Sg,95.4285,0.369558,77.7,2.1,1.24,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312064,BK,BRIC,HNN,00,2019-06-23T03:53:16.890,,,manual,,Sg,117.383,0.348759,77.3,2.4,1.25,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312054,CE,89255,HNZ,--,2019-06-23T03:53:10.950,,,manual,,Pg,20.2161,0.339365,77.0,1.3,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312049,PB,B933,EH1,--,2019-06-23T03:53:15.350,,,manual,,Sg,129.923,0.331554,76.9,1.4,1.25,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312039,NP,1023,HNE,10,2019-06-23T03:53:16.610,,,manual,,Sg,5.26728,0.303658,76.1,3.6,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312034,NP,1023,HNZ,10,2019-06-23T03:53:10.170,,,manual,,Pg,5.26728,0.303658,76.1,1.2,0.0,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312029,PB,B045,EH1,--,2019-06-23T03:53:14.020,,,manual,,Sg,54.9413,0.283281,75.5,1.6,1.28,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312019,CE,89462,HNN,--,2019-06-23T03:53:14.700,,,manual,,Sg,33.4518,0.275689,75.2,2.5,1.28,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312014,CE,89462,HNZ,--,2019-06-23T03:53:09.330,,,manual,,Pg,33.4518,0.275689,75.2,0.9,2.97,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312009,NP,1584,HNN,10,2019-06-23T03:53:12.660,,,manual,,Sg,1.13158,0.2239,70.9,2.0,1.31,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109312004,NP,1584,HNZ,10,2019-06-23T03:53:08.290,,,manual,,Pg,1.13158,0.2239,70.9,0.8,3.19,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109311984,PB,B047,EH2,--,2019-06-23T03:53:08.530,,,manual,,Sg,103.059,0.101351,48.1,1.4,1.38,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109311974,PB,B932,EH2,--,2019-06-23T03:53:07.010,,,manual,,Sg,88.5534,0.0605388,36.3,0.7,1.41,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109311964,CE,89101,HNE,--,2019-06-23T03:53:07.050,,,manual,,Sg,10.6087,0.0523399,33.3,0.9,1.41,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109311959,CE,89101,HNZ,--,2019-06-23T03:53:05.100,,,manual,,Pg,10.6087,0.0523399,33.3,0.3,4.24,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109311954,BK,PETL,HNN,00,2019-06-23T03:53:06.770,,,manual,,Pg,294.714,0.0356171,25.8,2.1,4.38,
quakeml:us.anss.org/pick/600044rh/nc_2173_quakeml:nc.anss.org/arrival/nc/109311944,NC,KCO,HNE,--,2019-06-23T03:53:07.190,,,manual,,Pg,122.581,0.0311535,23.2,2.4,4.42,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185374,CI,GSC,BHZ,--,2019-06-23T03:54:56.570,,,manual,,Pn,127.542,7.73374,45.8,1.1,0.9,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-7000484052,IM,USRK,SHZ,F0,2019-06-23T04:04:24.360,,,manual,,P,312.65,71.5208,18.4,0.8,1.08,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-7000484081,IM,ABKAR,SHZ,F0,2019-06-23T04:06:05.960,,,manual,,P,357.23,90.7723,14.0,0.1,0.89,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-7000484045,BX,PHPEN,BHZ,--,2019-06-23T04:12:50.800,,,manual,,PKPbc,71.099,148.923,7.6,1.7,1.0,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185371,IM,NVAR,SHZ,F0,2019-06-23T03:54:17.390,,,manual,,Pn,109.686,4.99954,45.9,-0.7,0.85,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-7000484087,IU,QSPA,BHZ,10,2019-06-23T04:12:12.800,,,manual,,PKPdf,180.094,130.085,5.7,0.8,0.82,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185460,IM,MKAR,SHZ,F0,2019-06-23T04:06:03.000,,,manual,,P,342.147,90.127,14.1,-0.0,0.9,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185453,IM,SONM,SHZ,F0,2019-06-23T04:05:16.780,,,manual,,P,328.269,81.4011,16.1,-3.0,1.11,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185451,IM,KSAR,SHZ,F0,2019-06-23T04:05:03.110,,,manual,,P,309.429,78.2298,16.8,0.7,1.1,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185454,II,BFO,BHZ,00,2019-06-23T04:05:22.710,,,manual,,P,29.6165,82.3126,15.9,-1.8,1.11,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185459,IU,MAKZ,BHZ,00,2019-06-23T04:06:03.150,,,manual,,P,342.354,90.1868,14.1,-0.1,0.9,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185377,US,MSO,BHZ,00,2019-06-23T03:55:27.490,,,manual,,Pn,45.4882,9.9688,45.7,1.5,0.9,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185458,II,KURK,BHZ,10,2019-06-23T04:05:49.260,,,manual,,P,345.692,87.1881,14.7,0.3,0.98,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185456,II,BRVK,BHZ,10,2019-06-23T04:05:44.350,,,manual,,P,351.266,86.1892,14.9,0.2,1.01,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185455,II,ARTI,BHZ,00,2019-06-23T04:05:30.310,,,manual,,P,358.502,83.679,15.5,-1.2,1.09,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185457,IU,KIEV,BHZ,10,2019-06-23T04:05:44.230,,,manual,,P,16.4507,86.478,14.8,-1.3,1.0,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185450,IM,FINES,SHZ,F0,2019-06-23T04:04:48.720,,,manual,,P,14.147,75.8128,17.4,-0.1,1.09,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185452,IU,ULN,BHZ,10,2019-06-23T04:05:17.380,,,manual,,P,327.927,81.123,16.1,-1.0,1.11,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185447,IM,ARCES,BHZ,F0,2019-06-23T04:04:02.840,,,manual,,P,10.9511,68.2717,19.1,-0.8,1.08,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185448,II,LVZ,BHZ,00,2019-06-23T04:04:20.460,,,manual,,P,8.24603,70.9861,18.5,0.1,1.08,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185449,IU,MAJO,BHZ,10,2019-06-23T04:04:29.330,,,manual,,P,303.255,72.4591,18.2,0.1,1.09,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185379,IW,DLMT,BHZ,00,2019-06-23T03:55:27.360,,,manual,,Pn,55.5396,9.98684,45.7,1.0,0.9,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185446,II,NNA,BHZ,10,2019-06-23T04:04:03.360,,,manual,,P,128.905,68.0812,19.2,0.9,1.08,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-7000484023,IW,TPAW,BHZ,00,2019-06-23T03:55:34.680,,,manual,,Pn,67.7358,10.456,45.6,1.8,0.85,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-7000484077,IM,ESBB,BHZ,--,2019-06-23T04:05:29.670,,,manual,,P,41.9723,83.6156,15.6,-1.6,1.09,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-7000484082,IM,KKAR,SHZ,F0,2019-06-23T04:06:32.280,,,manual,,P,349.193,95.93,13.8,2.7,0.78,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185445,IU,YSS,BHZ,00,2019-06-23T04:03:34.970,,,manual,,P,310.386,63.7519,20.2,0.5,1.07,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185437,IM,PETK,SHZ,F0,2019-06-23T04:02:16.070,,,manual,,P,312.002,52.4376,22.8,0.9,1.04,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185443,II,BORG,BHZ,10,2019-06-23T04:03:06.900,,,manual,,P,28.9785,59.4708,21.1,1.4,1.06,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185425,IM,YKA,SHZ,F0,2019-06-23T03:58:06.950,,,manual,,P,11.5323,23.0069,33.5,-1.6,0.71,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185441,IU,TIXI,BHZ,10,2019-06-23T04:02:50.230,,,manual,,P,338.899,57.2847,21.6,-0.0,1.05,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185380,MB,BPMT,EHZ,01,2019-06-23T03:55:27.600,,,manual,,Pn,48.4673,10.0166,45.7,0.8,0.9,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185444,G,FDF,BHZ,00,2019-06-23T04:03:10.300,,,manual,,P,95.7087,60.1951,21.0,-0.3,1.06,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185436,IM,PEA0B,BHZ,--,2019-06-23T04:02:16.190,,,manual,,P,312.002,52.4376,22.8,1.0,1.04,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185442,IU,KBS,BHZ,00,2019-06-23T04:02:58.200,,,manual,,P,9.02963,58.3446,21.4,0.5,1.05,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185440,IU,SDV,BHZ,10,2019-06-23T04:02:48.370,,,manual,,P,107.965,56.8565,21.8,0.9,1.05,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185438,IU,MA2,BHZ,00,2019-06-23T04:02:27.830,,,manual,,P,321.222,53.9357,22.4,1.6,1.04,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185439,IU,SJG,BHZ,10,2019-06-23T04:02:29.580,,,manual,,P,96.0349,54.3437,22.3,0.4,1.05,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185434,IU,BBSR,BHZ,10,2019-06-23T04:01:40.280,,,manual,,P,79.6679,47.8798,23.9,-0.2,1.0,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185433,IU,SFJD,BHZ,10,2019-06-23T04:01:37.570,,,manual,,P,30.7698,47.4221,24.0,0.6,1.0,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185432,II,JTS,BHZ,10,2019-06-23T04:01:24.700,,,manual,,P,119.515,45.8488,24.4,0.0,0.98,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185430,IU,BILL,BHZ,00,2019-06-23T04:01:24.710,,,manual,,P,330.632,45.6858,24.4,1.3,0.98,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185429,CN,LMN,HHZ,--,2019-06-23T04:01:01.680,,,manual,,P,62.037,42.9472,25.0,0.2,0.95,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185428,N4,F64A,HHZ,00,2019-06-23T04:00:41.550,,,manual,,P,62.9082,40.5395,25.6,-0.1,0.93,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185427,AK,UNV,BHZ,--,2019-06-23T03:59:25.280,,,manual,,P,310.013,31.2933,27.4,2.8,0.85,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185426,MX,ZAIG,BHZ,--,2019-06-23T03:58:31.890,,,manual,,P,126.978,25.3414,28.3,2.1,0.77,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185424,CN,WHY,HHZ,--,2019-06-23T03:57:53.050,,,manual,,P,345.683,21.4394,34.2,2.2,0.67,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-7000484071,IM,NC405,BHZ,--,2019-06-23T04:04:31.140,,,manual,,P,20.6209,72.8075,18.1,-0.2,1.09,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-7000484078,MN,TUE,BHZ,--,2019-06-23T04:05:36.350,,,manual,,P,30.0891,84.2386,15.4,1.7,1.07,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185345,NC,KMPB,HHZ,--,2019-06-23T03:53:07.500,,,manual,,Pg,43.6468,0.19856,67.0,0.4,3.31,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185346,BK,JCC,BHZ,00,2019-06-23T03:53:14.610,,,manual,,Pg,20.6987,0.581259,81.1,0.5,2.1,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185347,NC,KHMB,HHZ,--,2019-06-23T03:53:17.660,,,manual,,Pg,35.5709,0.740047,83.0,0.5,1.82,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185349,NC,KRP,HHZ,--,2019-06-23T03:53:19.660,,,manual,,Pg,13.3172,0.908044,84.7,-0.7,1.6,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185348,NC,KCPB,HHZ,--,2019-06-23T03:53:18.170,,,manual,,Pg,136.524,0.80515,83.7,-0.3,1.73,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185350,BK,PETY,BHZ,00,2019-06-23T03:53:23.990,,,manual,,Pn,94.291,1.16161,45.9,-1.3,1.25,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185351,NC,KRMB,HHZ,--,2019-06-23T03:53:24.910,,,manual,,Pn,13.2719,1.28321,45.9,-2.1,1.23,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185354,NC,GDXB,HHZ,--,2019-06-23T03:53:32.940,,,manual,,Pn,141.029,1.86982,45.9,-2.1,1.15,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185352,BK,HOPS,BHZ,00,2019-06-23T03:53:28.930,,,manual,,Pn,143.038,1.59166,45.9,-2.2,1.19,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185353,NC,KSXB,HHZ,--,2019-06-23T03:53:29.160,,,manual,,Pn,11.4942,1.58804,45.9,-2.0,1.19,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185357,BK,YBH,BHZ,00,2019-06-23T03:53:33.990,,,manual,,Pn,39.0317,1.88967,45.9,-1.3,1.15,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-6000185362,NC,KEB,HHZ,--,2019-06-23T03:53:45.110,,,manual,,Pn,359.448,2.59669,45.9,0.1,1.06,
quakeml:us.anss.org/pick/600044rh/us_3231_bpid-7000484072,IU,KONO,BHZ,10,2019-06-23T04:04:36.030,,,manual,,P,22.3907,73.4235,17.9,1.2,1.09,
